北京市C\西城区D\富华南路1586号1层A\ O\Kiki yangR\0592-2952636T\
北京C\西城区D\沂河路与沃尔沃路交汇处南500米路西A\ O\Kiki yangR\84776739T\
北京C\西城区D\顺河镇顺昌路81号A\ O\Kiki yangR\010-80712719T\
北京市C\西城D\枣园镇小枣沟头村A\ O\Kiki yangR\15010755189T\
北京市C\西城D\林山乡詹村村65号A\ O\Kiki yangR\0311-66561020T\
北京C\西城D\沛屯大道东侧金凤凰装饰城15#22号A\ O\Kiki yangR\56036480T\
北京C\西城D\龙潭总部经济城汇润国际2号楼13楼1306号A\ O\Kiki yangR\0755-22919780T\
LinaR\0371-58508009T\ O\北京市C\朝阳区D\槐店镇吉祥东路A\
贵州P\黔东南苗族侗族自治州C\雷山D\王庄乡化腊村营坡组A\ O\单信端R\18801372116T\
贵州省P\黔东南州C\雷山D\（城南大道）航天大道二段1幢2单元1楼1号A\ O\单信端R\13121549717T\
贵州P\黔东南州C\雷山D\昭潭镇北源路18号A\ O\单信端R\13581869069T\
段亮亮R\0571 88069272T\ O\贵州P\黔东南苗族侗族自治州C\麻江县D\九一路龙宫商住楼C幢508A\
段亮亮R\010-52297899T\ O\贵州省P\黔东南州C\麻江县D\北四家子乡北四家子村A\
段亮亮R\025-68158438T\ O\贵州P\黔东南州C\麻江县D\紫堡乡方家泉村马家梁南面小二楼219左侧1间A\
段亮亮R\60254881T\ O\贵州省P\黔东南苗族侗族自治州C\麻江D\任桥镇任桥街中段A\
段亮亮R\010-85883388T\ O\贵州P\黔东南苗族侗族自治州C\麻江D\大塘村东坡1队53-2号A\
段亮亮R\028-68394412T\ O\贵州省P\黔东南州C\麻江D\嵩山路武警新村A栋附108-附110号A\
段亮亮R\010-67802566T\ O\贵州P\黔东南州C\麻江D\万景九巷十坊负一楼8-16号A\
贵州P\黔东南苗族侗族自治州C\丹寨县D\七里乡黄村畈村染店2号A\ O\韩利森R\010-85699999T\
贵州省P\黔东南州C\丹寨县D\旧县镇政府院内（兽药饲料行业协会楼下）A\ O\韩利森R\010-85699999T\
贵州P\黔东南州C\丹寨县D\沙窝乡沙窝村委会办公楼A\ O\韩利森R\021-51170266T\
贵州省P\黔东南苗族侗族自治州C\丹寨D\旧县镇太和大道中国石油加油站东100米路南A\ O\韩利森R\010-62800055T\
贵州P\黔东南苗族侗族自治州C\丹寨D\海岸路22号辛A\ O\韩利森R\85376899T\
贵州省P\黔东南州C\丹寨D\桂城街道桂澜北路28号南海万达广场南1栋1203室（住所申报）A\ O\韩利森R\010-87416043T\
贵州P\黔东南州C\丹寨D\公路养护管理总段柏树溪沥青油库（柏溪火车站）A\ O\韩利森R\0571 88069272T\
马翠红R\0335-5892120T\ O\贵州P\黔南布依族苗族自治州C\都匀市D\祥福街108号A\
马翠红R\57837888-8025T\ O\贵州省P\黔南州C\都匀市D\山大路段济南成大科技城5栋2A\
马翠红R\63220808T\ O\贵州P\黔南州C\都匀市D\横岗街道翠湖山庄北维也纳酒店三楼8316室A\
马翠红R\010-65503887T\ O\贵州省P\黔南布依族苗族自治州C\都匀D\高新大道55号南宁安吉万达广场6栋1519号A\
马翠红R\010-88310496T\ O\贵州P\黔南布依族苗族自治州C\都匀D\高新四路3号高科广场D座10905室A\
马翠红R\0571-56707047T\ O\贵州省P\黔南州C\都匀D\华舍街道湖畔林语花园聆湖苑38幢105室A\
马翠红R\021-51170266T\ O\贵州P\黔南州C\都匀D\天山路1827号A\
贵州P\黔南布依族苗族自治州C\福泉市D\金华乡杨湾村A\ O\王保安R\010-56831999T\
贵州省P\黔南州C\福泉市D\桥下镇昆阳村A\ O\王保安R\18611901218T\
贵州P\黔南州C\福泉市D\粤海街道高新南一道9号中国科技开发院3A层3A03室A\ O\王保安R\0532-86106788T\
贵州省P\黔南布依族苗族自治州C\福泉D\新碶街道白杨路94号A\ O\王保安R\010-60590315T\
贵州P\黔南布依族苗族自治州C\福泉D\宾虹路现代城大楼1幢8452室A\ O\王保安R\010 87276615T\
贵州省P\黔南州C\福泉D\杨集乡张庙村A\ O\王保安R\010-62151588T\
贵州P\黔南州C\福泉D\振兴大道333号正荣大湖之都酒店综合楼1423室A\ O\王保安R\0531-58688888T\
朱达善R\13760647882T\ O\贵州P\黔南布依族苗族自治州C\荔波县D\科园西一路16号4栋201号A\
朱达善R\021-54846663T\ O\贵州省P\黔南州C\荔波县D\经三路东侧（科创中心）A\
朱达善R\010-84921970T\ O\贵州P\黔南州C\荔波县D\家电厨卫城29号楼305号A\
朱达善R\0471-7292576T\ O\贵州省P\黔南布依族苗族自治州C\荔波D\春波坊二期商贸街6幢249号A\
朱达善R\010-52297899T\ O\贵州P\黔南布依族苗族自治州C\荔波D\笔架办事处碧玉街33号A\
朱达善R\0571-89852052T\ O\贵州省P\黔南州C\荔波D\光武大道北江南步行街2号楼A\
朱达善R\15101114469T\ O\贵州P\黔南州C\荔波D\苗园路273号A\
贵州P\黔南布依族苗族自治州C\贵定县D\晨光商贸城背面房北数第二间A\ O\郑云雷R\010-85926655T\
贵州省P\黔南州C\贵定县D\越州镇黄泥堡村委会黄泥堡村A\ O\郑云雷R\64966875T\
贵州P\黔南州C\贵定县D\桃花江镇水韵花都1栋101号A\ O\郑云雷R\025-52713121T\
贵州省P\黔南布依族苗族自治州C\贵定D\武湖农场东方城二期8栋1单元3层2号A\ O\郑云雷R\021-52188097-821T\
贵州P\黔南布依族苗族自治州C\贵定D\江南街道东南村九曲坡3队31号一号仓库A\ O\郑云雷R\18613812851T\
贵州省P\黔南州C\贵定D\肖坝路613号24幢1单元7楼2号A\ O\郑云雷R\010-52725279T\
贵州P\黔南州C\贵定D\燕子矶街道和燕路408号1幢1310室A\ O\郑云雷R\010-86207790T\
陈建林R\010-58503026T\ O\贵州P\黔南布依族苗族自治州C\瓮安县D\盛丰路12号、14号A\
陈建林R\021-50339500T\ O\贵州省P\黔南州C\瓮安县D\团林乡江山村委会江山村A\
陈建林R\0311-66561020T\ O\贵州P\黔南州C\瓮安县D\慈云寺1号院3号楼1层、2层(八里庄孵化器3-0205号)A\
陈建林R\13510208015T\ O\贵州省P\黔南布依族苗族自治州C\瓮安D\倪邱镇西顺河村委会黄庄A\
陈建林R\010-58341810T\ O\贵州P\黔南布依族苗族自治州C\瓮安D\侯家种养农民专业合作社A\
陈建林R\010-64770079T\ O\贵州省P\黔南州C\瓮安D\石板镇黄家堰村9社A\
陈建林R\87666875T\ O\贵州P\黔南州C\瓮安D\青年堤商厦家属楼202号A\
贵州P\黔南布依族苗族自治州C\独山县D\人民大道中23号之五金色华庭商住楼512号A\ O\苑文涛R\021-36716022T\
贵州省P\黔南州C\独山县D\新312线二桥西1000米A\ O\苑文涛R\13701949900T\
贵州P\黔南州C\独山县D\大业路6号1栋3单元7层715号A\ O\苑文涛R\021-5633 3653T\
贵州省P\黔南布依族苗族自治州C\独山D\大河乡尧山莫家村黄泥头A\ O\苑文涛R\13121549717T\
贵州P\黔南布依族苗族自治州C\独山D\香江比华利山庄5号楼1单元202室A\ O\苑文涛R\0756-8996261T\
贵州省P\黔南州C\独山D\长河镇沧南村四塘横路126号A\ O\苑文涛R\0531-85105016T\
贵州P\黔南州C\独山D\郫县古城镇蜀源南路399号A\ O\苑文涛R\0755-26958189T\
陈绍明R\0335-5892120T\ O\贵州P\黔南布依族苗族自治州C\平塘县D\博乐建国路21号楼一单元102室A\
陈绍明R\020-31651181T\ O\贵州省P\黔南州C\平塘县D\康乐路与公园路交汇处麒龙汉华凉都里01A\
陈绍明R\010-84417818T\ O\贵州P\黔南州C\平塘县D\花垣镇花桥村六组A\
陈绍明R\0433-5923888T\ O\贵州省P\黔南布依族苗族自治州C\平塘D\望田镇老范店村4组A\
陈绍明R\021-80235566T\ O\贵州P\黔南布依族苗族自治州C\平塘D\大同镇罗义村南庄村西A\
陈绍明R\13501034981T\ O\贵州省P\黔南州C\平塘D\中都大道97号A\
陈绍明R\0351-7773014T\ O\贵州P\黔南州C\平塘D\桐梓林北街10号23栋2楼1号A\
贵州P\黔南布依族苗族自治州C\罗甸县D\通江中路600号21幢117号A\ O\张伟R\010-59327388T\
贵州省P\黔南州C\罗甸县D\环城西路169号内A\ O\张伟R\15101114469T\
贵州P\黔南州C\罗甸县D\福居路12号4幢7-1A\ O\张伟R\0755-21199888T\
贵州省P\黔南布依族苗族自治州C\罗甸D\梅山大道商务中心二十一号办公楼305室A\ O\张伟R\010-85132114T\
贵州P\黔南布依族苗族自治州C\罗甸D\鄱阳镇湖城港湾C7栋A\ O\张伟R\0316-2186992T\
贵州省P\黔南州C\罗甸D\西菜园乡范家营村村委会东500米A\ O\张伟R\13510208015T\
贵州P\黔南州C\罗甸D\神火大道中段新城国际酒店26层31号A\ O\张伟R\13220102299T\
林繁R\0756-3628829T\ O\贵州P\黔南布依族苗族自治州C\长顺县D\牛鼻滩镇白洋湖八组A\
林繁R\0571-56707047T\ O\贵州省P\黔南州C\长顺县D\乌金山镇流村西大街1号A\
林繁R\010-51057005T\ O\贵州P\黔南州C\长顺县D\磁湖路55号仁智山水F07座1单元502室A\
林繁R\010-53389431T\ O\贵州省P\黔南布依族苗族自治州C\长顺D\龙广镇纳东组A\
林繁R\18601234064T\ O\贵州P\黔南布依族苗族自治州C\长顺D\北海大道东峰锦绣城2单元1401号房A\
林繁R\010-56380995T\ O\贵州省P\黔南州C\长顺D\珍珠巷5号碧云山庄A栋1单元4层2号A\
林繁R\025-57053780T\ O\贵州P\黔南州C\长顺D\黄泥塘镇观马村7组A\
贵州P\黔南布依族苗族自治州C\龙里县D\大石坝街2号元佳花园1幢15-16A\ O\王福强R\82731218T\
贵州省P\黔南州C\龙里县D\龙山街道龙脊路101号C幢2-3A\ O\王福强R\0471-7292576T\
贵州P\黔南州C\龙里县D\幸福中路62号幸福大厦B座1816室A\ O\王福强R\021-68581393T\
贵州省P\黔南布依族苗族自治州C\龙里D\曲周镇蔡上村村西A\ O\王福强R\010-85900375T\
贵州P\黔南布依族苗族自治州C\龙里D\巴山中路113号A\ O\王福强R\010-65227367T\
贵州省P\黔南州C\龙里D\中州路与团结路口向南300米路东A\ O\王福强R\010-60606666T\
贵州P\黔南州C\龙里D\石新路2号5幢151号A\ O\王福强R\010-64589662T\
邱丹R\025-68586767T\ O\贵州P\黔南布依族苗族自治州C\惠水县D\澧源镇和平街（电信局门面）A\
邱丹R\0826-2368912T\ O\贵州省P\黔南州C\惠水县D\十八里铺镇花园村下庄198号A\
邱丹R\010-84917399T\ O\贵州P\黔南州C\惠水县D\洋溪镇合村村十三组A\
邱丹R\020-38891740T\ O\贵州省P\黔南布依族苗族自治州C\惠水D\青四街30号2F-9号A\
邱丹R\028-68394412T\ O\贵州P\黔南布依族苗族自治州C\惠水D\章华台路西段A\
邱丹R\87739336T\ O\贵州省P\黔南州C\惠水D\安侨东城国际花园23号楼商品房一楼6号门窗A\
邱丹R\88420860T\ O\贵州P\黔南州C\惠水D\联通路121号A\
贵州P\黔南布依族苗族自治州C\三都水族自治县D\张老埠乡人主村A\ O\杨亚萍R\0471-7292576T\
贵州省P\黔南州C\三都水族自治县D\礼嘉镇毛家村A\ O\杨亚萍R\010-65771330T\
贵州P\黔南州C\三都水族自治县D\廿里镇高新路2号A\ O\杨亚萍R\0991-3767484T\
贵州省P\黔南布依族苗族自治州C\三都县D\文昌北路142号附3号A\ O\杨亚萍R\021-52120775T\
贵州P\黔南布依族苗族自治州C\三都县D\石桥铺渝州路29号附154号A\ O\杨亚萍R\010-85761533T\
贵州省P\黔南州C\三都县D\黄兴镇打卦岭村和平组364号A\ O\杨亚萍R\13832111565T\
贵州P\黔南州C\三都县D\神火大道华商世贸A号楼21层F01室A\ O\杨亚萍R\0757-81251111T\
黄诗云R\027-84555200T\ O\云南P\昆明市C\五华区D\交大路183号（凯德广场·金牛）（B）04层22号A\
黄诗云R\0571-57892976T\ O\云南省P\昆明C\五华区D\新狮街道高村瓦云路29号-2A\
黄诗云R\18610735556T\ O\云南P\昆明C\五华区D\清江西路51号1栋1单元12层1203号A\
黄诗云R\020-85539127T\ O\云南省P\昆明市C\五华D\永定办事处教场居委会后溶街15号A\
黄诗云R\010-82101750T\ O\云南P\昆明市C\五华D\长宁大道68号1幢5层514号房A\
黄诗云R\020-31651181T\ O\云南省P\昆明C\五华D\站前路金品名门世家B栋303室。A\
黄诗云R\0377－63313698T\ O\云南P\昆明C\五华D\黄泥塘镇观马村7组A\
云南P\昆明市C\盘龙区D\重华镇双石村10组A\ O\程海山R\022-88278000T\
云南省P\昆明C\盘龙区D\天鹅西路333号世纪大厦D座1单元502A\ O\程海山R\0316-2186992T\
云南P\昆明C\盘龙区D\五一中路780号A\ O\程海山R\18210549929T\
云南省P\昆明市C\盘龙D\长虹街道办事处金盆西路180号A\ O\程海山R\18620608962T\
云南P\昆明市C\盘龙D\建华北大街389号翰轩商务5号12、13号A\ O\程海山R\010-88177653T\
云南省P\昆明C\盘龙D\井口镇双碑村102号A\ O\程海山R\13810118453T\
云南P\昆明C\盘龙D\天源路1202V栋A07房,仅限办公用途）A\ O\程海山R\010-64770079T\
章旭根R\010-64813450T\ O\云南P\昆明市C\官渡区D\迎仙镇秦庄村民委员会魏店17号A\
章旭根R\010-65771330T\ O\云南省P\昆明C\官渡区D\株洲大道68号滨江花园5栋A\
章旭根R\82533170T\ O\云南P\昆明C\官渡区D\咸宁中路106号院1号楼1层付20号A\
章旭根R\82781919T\ O\云南省P\昆明市C\官渡D\小河镇街道A\
章旭根R\010-56842323-8821T\ O\云南P\昆明市C\官渡D\美世界花园4栋1楼4-5号门面A\
章旭根R\0532-85655977T\ O\云南省P\昆明C\官渡D\庐山路69号庐山恋11栋105室A\
章旭根R\85376899T\ O\云南P\昆明C\官渡D\至善街尚峰新城第1幢3单元1107号A\
云南P\昆明市C\西山区D\建宁乡新泉居委会散户A\ O\魏宏强R\010-59798032T\
云南省P\昆明C\西山区D\文林镇欧洲印象商业街1号A\ O\魏宏强R\010-65503887T\
云南P\昆明C\西山区D\航天路建新园2号1-2幢2层2号A\ O\魏宏强R\010-67312300T\
云南省P\昆明市C\西山D\城东街道万昌中路1333号创业大厦2幢1201室A\ O\魏宏强R\18801372116T\
云南P\昆明市C\西山D\三眼塘镇浩江湖村A\ O\魏宏强R\0531-58688888T\
云南省P\昆明C\西山D\人民路40栋163号（七一路工商银行附近）A\ O\魏宏强R\0579-86587832T\
云南P\昆明C\西山D\五一路410号万胜综合楼门牌号348号2Y幢109室-16A\ O\魏宏强R\010-84676258T\
雷渊帆R\020-32030534T\ O\云南P\昆明市C\东川区D\万达广场3幢2118室A\
雷渊帆R\53563458T\ O\云南省P\昆明C\东川区D\太亳路百信新城2号楼106铺A\
雷渊帆R\075582073336T\ O\云南P\昆明C\东川区D\汀江街14号（2-16-2）A\
雷渊帆R\0939-8658222T\ O\云南省P\昆明市C\东川D\下河清乡楼庄村6组A\
雷渊帆R\138 8510 3895T\ O\云南P\昆明市C\东川D\骆驼街道永茂西路66号A\
雷渊帆R\010-65743881T\ O\云南省P\昆明C\东川D\建材巷二巷6号启辰商务办公楼A\
雷渊帆R\010-57138137T\ O\云南P\昆明C\东川D\金水东路６号院１４号楼西１单元９号A\
云南P\昆明市C\呈贡区D\小水镇毫坡村8组A\ O\朱峰R\0755-86013388T\
云南省P\昆明C\呈贡区D\人民路与垂柳街交叉口147号A\ O\朱峰R\65515358T\
云南P\昆明C\呈贡区D\太平桥镇锦美居委会社冲片中心组A\ O\朱峰R\010-88504006T\
云南省P\昆明市C\呈贡D\北门普明乌岸头(第一粮库内)A\ O\朱峰R\0755-26958189T\
云南P\昆明市C\呈贡D\清秀路1号广运.湖光山色2-2栋1-1、2-2号A\ O\朱峰R\010-65503887T\
云南省P\昆明C\呈贡D\百坊源种植农民专业合作社A\ O\朱峰R\010-56842323-8821T\
云南P\昆明C\呈贡D\石墙镇中故村109号A\ O\朱峰R\010-64828896T\
杨世全R\0411-88122678T\ O\云南P\昆明市C\晋宁区D\沙河东路168号（华源国际大酒店一楼）A\
杨世全R\87739336T\ O\云南省P\昆明C\晋宁区D\鸭溪镇振兴路A\
杨世全R\010-85870201T\ O\云南P\昆明C\晋宁区D\金华乡杨湾村A\
杨世全R\0592-2952636T\ O\云南省P\昆明市C\晋宁D\临沂百年建材五金机电城B1号楼173A\
杨世全R\010-67783099T\ O\云南P\昆明市C\晋宁D\中柬路8号龙光世纪2号楼2826号A\
杨世全R\88420860T\ O\云南省P\昆明C\晋宁D\船湾镇台前村上坪组7号A\
杨世全R\010-64755909T\ O\云南P\昆明C\晋宁D\南谯北路740号（世纪商业园）9幢105室A\
云南P\昆明市C\富民县D\长湖乡松山村何塘村民组23号A\ O\刘如意R\23784462T\
云南省P\昆明C\富民县D\建设北路48号16栋104号A\ O\刘如意R\18610461445T\
云南P\昆明C\富民县D\扬子江北路101号(双桥商务广场)1-410A\ O\刘如意R\18610461445T\
云南省P\昆明市C\富民D\颍州南路93#科技大楼D8#D9#B407室A\ O\刘如意R\85654257T\
云南P\昆明市C\富民D\文峰镇砖门村A\ O\刘如意R\010-88504006T\
云南省P\昆明C\富民D\金浦路16号汇东国际B座B1605号A\ O\刘如意R\65919720T\
云南P\昆明C\富民D\中华东路东邸公寓2幢1层1号商铺A\ O\刘如意R\010-67876563T\
杨堃宇R\010-85764306T\ O\云南P\昆明市C\宜良县D\芦淞路4号1栋101-08号A\
杨堃宇R\010-85895942T\ O\云南省P\昆明C\宜良县D\湘西州沱江镇江北西路(客运总站商住楼E1)E1栋101A\
杨堃宇R\83012883T\ O\云南P\昆明C\宜良县D\阳光花园22号楼A\
杨堃宇R\021-50758308T\ O\云南省P\昆明市C\宜良D\东坡路49号A\
杨堃宇R\0532-85655977T\ O\云南P\昆明市C\宜良D\汇达街13-3号A\
杨堃宇R\025-82229999T\ O\云南省P\昆明C\宜良D\花园路101号海蔚广场办公写字塔楼5-2308A\
杨堃宇R\0592-2208835T\ O\云南P\昆明C\宜良D\漓江路4号3楼A\
云南P\昆明市C\石林彝族自治县D\留庄营村高10号楼3单元8层西户A\ O\冯金锁R\0571-58123284T\
云南省P\昆明C\石林彝族自治县D\长庆大道联合村四队二排8号（恒美二期北面）A\ O\冯金锁R\89996661T\
云南P\昆明C\石林彝族自治县D\泰丰购物广场C-2220-1A\ O\冯金锁R\0755-26463388T\
云南省P\昆明市C\石林县D\蒲州街道兴安路69号创意设计园B幢101室A\ O\冯金锁R\4099086T\
云南P\昆明市C\石林县D\白燕路658号2楼201-205号A\ O\冯金锁R\59067777T\
云南省P\昆明C\石林县D\黎家坪镇铁脚湾村木马山A\ O\冯金锁R\87030519836T\
云南P\昆明C\石林县D\文昌大道西段红源商品批发城A8-5号A\ O\冯金锁R\0756-3615009T\
曲玲R\021-52188097-821T\ O\云南P\昆明市C\嵩明县D\建平镇亭子山路平港首府2幢111号A\
曲玲R\01058561539T\ O\云南省P\昆明C\嵩明县D\奓山街奓山村六组(陈坡42号)A\
曲玲R\80413051T\ O\云南P\昆明C\嵩明县D\魏庄镇大傅寨村552号A\
曲玲R\010–88993123T\ O\云南省P\昆明市C\嵩明D\新湖街道办事处新湖北路2481号北平房5号A\
曲玲R\010-62515236T\ O\云南P\昆明市C\嵩明D\金鸡坡大塘村一组31-32A\
曲玲R\56230009T\ O\云南省P\昆明C\嵩明D\太平镇太华路北段92号A\
曲玲R\021-64401107T\ O\云南P\昆明C\嵩明D\雍熙街道小箐沟A\
云南P\昆明市C\禄劝彝族苗族自治县D\民生路26号（凯帆大厦）1-707A\ O\夏亮亮R\021-63224133T\
云南省P\昆明C\禄劝彝族苗族自治县D\曙光街建井三处高层商住楼一单元5003室A\ O\夏亮亮R\021-68780259T\
云南P\昆明C\禄劝彝族苗族自治县D\平原桥北水木清华二期南门A\ O\夏亮亮R\021-61870500T\
云南省P\昆明市C\禄劝县D\沅陵镇辰州中街(原百货公司二楼）A\ O\夏亮亮R\010-52725279T\
云南P\昆明市C\禄劝县D\章华镇杏花村东路阳光豪庭A\ O\夏亮亮R\0377－63313698T\
云南省P\昆明C\禄劝县D\文昌中路8号（华泰首席国际大厦）-736A\ O\夏亮亮R\010-85654257T\
云南P\昆明C\禄劝县D\回兴街道果塘路99号北岸明珠2幢1-3-10A\ O\夏亮亮R\82781919T\
赵炳强R\0755-26958189T\ O\云南P\昆明市C\寻甸回族彝族自治县D\清水河南路107号众志大厦6层15号A\
赵炳强R\18610207627T\ O\云南省P\昆明C\寻甸回族彝族自治县D\东园镇秀土村秀土327号A\
赵炳强R\021-5633 3653T\ O\云南P\昆明C\寻甸回族彝族自治县D\金马酒店（商务）公寓北楼（A座）22002室A\
赵炳强R\010-82010278T\ O\云南省P\昆明市C\寻甸县D\临西七路与解放路交汇南100米A\
赵炳强R\010-84675656T\ O\云南P\昆明市C\寻甸县D\司徒庙路29号A\
赵炳强R\010-60590315T\ O\云南省P\昆明C\寻甸县D\菁华铺乡傅家塘村杉基塘组7号A\
赵炳强R\56036480T\ O\云南P\昆明C\寻甸县D\八卦洲街道大同生态产业园A栋办公楼2-834A\
云南P\昆明市C\安宁市D\白石路107号A\ O\解振涛R\010-80548229T\
云南省P\昆明C\安宁市D\岷山乡红星村9组（原小学）A\ O\解振涛R\0770-2881987T\
云南P\昆明C\安宁市D\华蜀南路211号A\ O\解振涛R\02583338889T\
云南省P\昆明市C\安宁D\洪桥街道办事处洪桥村八十组A\ O\解振涛R\010-59432786T\
